num,slug,sk,code,name,time_val,unit,skill,abnormal,grossWeight,wgt,spawn,cycle_val,standard,material,raw,raw_mfr,one_box,pallet,tape,box,bag,etc,keyword
408,6423,SK6423,700552,サンペール610 中蓋,66,15,0.24,0,11.5ｇ,11.5 ±0.2,1,18.6,18.4,PE,PE ｽﾐｶｾﾝ G701,7,200,8000,OPP透明HH,ｻﾝﾍﾟｰﾙ 610 ﾅｶﾌﾀ,HD 0.02 X 1060 X 1100,袋結び有り,"SK6423,700552,サンペール610中蓋,さんぺーる610なかふた,サンペール610ナカフタ,sanpeeru610nakafuta,sanpeeru610nakafuta,sampeeru610nakafuta"
409,6449,SK6449,558577,ペタンコ41A 持手カバー 2号型,15,15,0.07,0,10ｇ,10 ±0.3,1,15.17,15.2,PE,PE ﾍﾟﾄﾛｾﾝ248,55,1000,16000,"","","",ｻﾝｸﾚｯﾄ#80 / 横持ち,"SK6449,558577,ペタンコ41A持手カバー2号型,ぺたんこ41Aもちてかばー2ごうがた,ペタンコ41Aモチテカバー2ゴウガタ,petanko41Amochitekabaa2gougata,petanko41Amotitekabaa2gougata,petanko41Amochitekabaa2gougata"
410,6549,SK6549,700454,漬物タル 8K-3 蓋,58,10,0.26,0,116ｇ,116 ±2,1,22.4,14.4,PE,PE 1300J,13,100,800,OPP透明HH,ﾂｹﾓﾉﾀﾙ8K-3 ﾌﾀ,"",裏向き保管,"SK6549,700454,漬物タル8K3蓋,つけものたる8K3ふた,ツケモノタル8K3フタ,tsukemonotaru8K3futa,tukemonotaru8K3futa,tsukemonotaru8K3futa"
411,6560,SK6560,100307,イカナゴケース　3P-6 2号型,41,20,0.17,0,80ｇ,80 ±2,1,12.1,11.8,PP,PP J106G,15,50,1000,"","",HD 0.01 X 1000 X 1400,上2枚ずつ裏返し,"SK6560,100307,イカナゴケース3P62号型,いかなごけーす3P62ごうがた,イカナゴケース3P62ゴウガタ,ikanagokeesu3P62gougata,ikanagokeesu3P62gougata,ikanagokeesu3P62gougata"
412,6561,SK6561,200050,サンコータル角 S-0.38-2,81,15,0.31,0,41.1ｇ,41.1 ±0.6,1,17.5,17.5,PP,PP J226U,20,100,"",TM：OPP透明HH (仮止め有) / CL：OPP茶HH (仮止め有),ｻﾝｺｰﾀﾙ ｶｸS-0.38K-2ﾎﾝﾀｲ,HD 0.01 X 410 X 540,"","SK6561,200050,サンコータル角S0382,さんこーたるかくS0382,サンコータルカクS0382,sankootarukakuS0382,sankootarukakuS0382,sankootarukakuS0382"
413,6585,SK6585,700233,サンペール#1.1 蓋,38,10,0.17,0,23ｇ,23 ±0.5,1,"",22.9,PP,PP J705UG,9,"","",ｸﾗﾌﾄHH,ｻﾝﾍﾟｰﾙ  # 1.1 ﾌﾀ,ﾎﾟﾘﾌﾞｸﾛGZ 02 X 630/1030 X 820 ﾀｲﾎﾞｳ,"","SK6585,700233,サンペール#11蓋,さんぺーるしゃーぷ11ふた,サンペールシャープ11フタ,sanpeerushaapu11futa,sanpeerusyaapu11futa,sampeerushaapu11futa"
414,6592,SK6592,201536,ハンディボックスM-8 ハンドル,10,10,0.02,0,44ｇ,41.5 ±1,1,59.2,49.4,PP,PP J704UG,5,30,"","","","",ｻﾝﾎﾞｯｸｽ#13,"SK6592,201536,ハンディボックスM8ハンドル,はんでぃぼっくすM8はんどる,ハンディボックスM8ハンドル,handibokkusuM8handoru,handibokkusuM8handoru,handeibokkusuM8handoru"
415,6615,SK6615,400188,サンケースC150-3 本体,4,20,0.02,0,10.3ｇ,10.3 ±0.2,1,12,12.9,PP,PP J3021GA,33,200,8000,ｸﾗﾌﾄHH,ｻﾝｹｰｽ C150-3 ﾎﾝﾀｲ / ｻﾝｹｰｽ C150-2 ﾎﾝﾀｲ ｼｷﾘ (C150-3 ﾎﾝﾀｲ ｼｷﾘ),0.03 X 180 X 500,大ﾊﾟﾚｯﾄ(D4-1113-2),"SK6615,400188,サンケースC1503本体,さんけーすC1503ほんたい,サンケースC1503ホンタイ,sankeesuC1503hontai,sankeesuC1503hontai,sankeesuC1503hontai"
416,6616,SK6616,700139,サンケースC120•C150-3 蓋,60,40,0.16,10,5.8ｇ,5.8 ±0.2,1,9.5,8.9,PP,PP J3021GA,33,400,16000,ｸﾗﾌﾄHH,ｻﾝｹｰｽ C150-3 ﾌﾀ,0.03 X 850 X 900,"","SK6616,700139,サンケースC120C1503蓋,さんけーすC120C1503ふた,サンケースC120C1503フタ,sankeesuC120C1503futa,sankeesuC120C1503futa,sankeesuC120C1503futa"
417,6640,SK6640,100654,麺トレー T-5,81,15,0.29,0,62.5ｇ,62.5 ±1,1,18.5,18.5,PE,PE L-LDPE(M65),20,"","",ｸﾗﾌﾄHH,ﾒﾝﾄﾚｰ T-5,0.03 X 1300 X 1100,"","SK6640,100654,麺トレーT5,めんとれーT5,メントレーT5,mentoreeT5,mentoreeT5,mentoreeT5"
418,6764,SK6764,800475,ハリステナー#3A 本体,84,12,0.29,24,157.2ｇ,157 ±3,1,24,24,PP(BC03),BC03BSW,30,36,864,ｸﾗﾌﾄHH,ﾊﾘｽﾃﾅｰ#3A / ﾊﾘｽﾃﾅｰ#3A ﾊﾟﾂﾄ,0.03 X 1300 X 1100,テープは底のみ / 仮保管: ﾊﾟﾚｯﾄ,"SK6764,800475,ハリステナー#3A本体,はりすてなーしゃーぷ3Aほんたい,ハリステナーシャープ3Aホンタイ,harisutenaashaapu3Ahontai,harisutenaasyaapu3Ahontai,harisutenaashaapu3Ahontai"
419,6765,SK6765,800476,ハリステナー#3A 蓋,64,10,0.31,0,45.7ｇ,43.4 ±0.5,1,20.9,21.1,PP(BC03),BC03BSW,30,108,1728,"","",0.03 X 1300 X 1100,仮保管: ｻﾝﾎﾞｯｸｽ56A-2,"SK6765,800476,ハリステナー#3A蓋,はりすてなーしゃーぷ3Aふた,ハリステナーシャープ3Aフタ,harisutenaashaapu3Afuta,harisutenaasyaapu3Afuta,harisutenaashaapu3Afuta"
420,6766,SK6766,800477,ハリステナー#3A 中蓋,24,10,0.16,0,16.4ｇ,15.3 ±0.3,1,15.3,15.3,PP,PP J705UG,9,108,"","","",0.03 X 850 X 900,仮保管: ｻﾝﾎﾞｯｸｽ#13,"SK6766,800477,ハリステナー#3A中蓋,はりすてなーしゃーぷ3Aなかふた,ハリステナーシャープ3Aナカフタ,harisutenaashaapu3Anakafuta,harisutenaasyaapu3Anakafuta,harisutenaashaapu3Anakafuta"
421,6898,SK6898,400412,サンペール#4A 本体,105,10,0.28,20,188ｇ,188 ±3,1,37.9,35.7,PE,PE 2209J,5,50,700,ｸﾗﾌﾄHH,ｻﾝﾍﾟｰﾙ#4A ﾎﾝﾀｲ,"",上下ポリシート / 半製品のみ ポリシート,"SK6898,400412,サンペール#4A本体,さんぺーるしゃーぷ4Aほんたい,サンペールシャープ4Aホンタイ,sanpeerushaapu4Ahontai,sanpeerusyaapu4Ahontai,sampeerushaapu4Ahontai"
422,6899,SK6899,700041,サンペール#4A 蓋,70,10,0.22,0,91ｇ,91 ±1.5,1,31.4,32.7,PE(ペトロセン360),PE ﾍﾟﾄﾛｾﾝ360,1.6,50,"",ｸﾗﾌﾄHH,ｻﾝﾍﾟｰﾙ#4A ﾌﾀ,"","パッキン挿入後、秤を96.4g〜99.6gに設定し再検査
上下ポリシート / 半製品のみ 0.03 X 850 X 900","SK6899,700041,サンペール#4A蓋,さんぺーるしゃーぷ4Aふた,サンペールシャープ4Aフタ,sanpeerushaapu4Afuta,sanpeerusyaapu4Afuta,sampeerushaapu4Afuta"
423,6900,SK6900,800479,サンペール#4A パッキン,41,10,0.15,0,9.2ｇ,7 ±0.1,1,26.86,22.3,エラストマー(テファブロック),ｴﾗｽﾄﾏｰ ﾗﾊﾟﾛﾝ / MJ5302C,4,50,1000,"","",0.03 X 350 X 500,"","SK6900,800479,サンペール#4Aパッキン,さんぺーるしゃーぷ4Aぱっきん,サンペールシャープ4Aパッキン,sanpeerushaapu4Apakkin,sanpeerusyaapu4Apakkin,sampeerushaapu4Apakkin"
424,6909,SK6909,200688,ハンディーBOX PRB型,104,4,0.5,0,292.5ｇ,281 ±4,1,51.98,53.7,PP(BC03),BC03BSW,30,10,240,ｸﾗﾌﾄII,ﾀｲﾔﾊﾟﾝｸｵｳｷｭｳｼｭｳﾘｷｯﾄﾖｳｹｰｽ,0.03 X 350 X 500,ハンディボックスS ロックパーツを取り付ける / テープは底のみ,"SK6909,200688,ハンディーBOXPRB型,はんでぃーぼっくすPRBがた,ハンディーボックスPRBガタ,handiibokkusuPRBgata,handiibokkusuPRBgata,handeiibokkusuPRBgata"
425,6995,SK6995,200170,サンケースK 670 本体,未登録,未登録,未登録,未登録,58ｇ,58 ±0.8,1,13.7,12.8,PS,GPPS MW4D,2.4,100,"",ｸﾗﾌﾄ白HH,"",HD 0.01 X 1050 X 700,"","SK6995,200170,サンケースK670本体,さんけーすK670ほんたい,サンケースK670ホンタイ,sankeesuK670hontai,sankeesuK670hontai,sankeesuK670hontai,未登録"
426,6996,SK6996,700137,サンケースK 670 蓋,未登録,未登録,未登録,未登録,27.6ｇ,27.6 ±0.4,1,23.3,17.5,LDPE,PE ﾍﾟﾄﾛｾﾝ248,55,200,"",ｸﾗﾌﾄ白HH,サンケースK 670 蓋,HD 0.01 X 1050 X 700,"","SK6996,700137,サンケースK670蓋,さんけーすK670ふた,サンケースK670フタ,sankeesuK670futa,sankeesuK670futa,sankeesuK670futa,未登録"
427,7012,SK7012,802924,プラテクター S200-2,20,9,0.11,0,158.3ｇ,156 ±2,1,19.4,19.4,PP,PP J705UG,9,60,720,ｸﾗﾌﾄHH,ﾌﾟﾗﾃｸﾀｰ S200-2,"","","SK7012,802924,プラテクターS2002,ぷらてくたーS2002,プラテクターS2002,puratekutaaS2002,puratekutaaS2002,puratekutaaS2002"
428,7045,SK7045,806201,ゴキブリキャップ 本体,10,300,0.04,0,16.08ｇ,2.01 ±0.03,8,6.9,7.7,PE,"","",3000,60000,CLGKB: ｸﾗﾌﾄII / YE201: ｸﾗﾌﾄ白II / BRSS7 : OPP茶II,ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ﾌﾀ / ｺﾞｷﾌﾞﾘｷｬｯﾌﾟ ｼｷｶﾞﾐ,"",上下ポリシート,"SK7045,806201,ゴキブリキャップ本体,ごきぶりきゃっぷほんたい,ゴキブリキャップホンタイ,gokiburikyappuhontai,gokiburikyappuhontai,gokiburikyappuhontai"
429,7046,SK7046,806202,ゴキブリキャップ 蓋 ２号型,10,300,0.03,0,16.24ｇ,2.03 ±0.03,8,9,8.6/9.1(YE),PE,"","",3000,60000,"","","",上下ポリシート,"SK7046,806202,ゴキブリキャップ蓋2号型,ごきぶりきゃっぷふた2ごうがた,ゴキブリキャップフタ2ゴウガタ,gokiburikyappufuta2gougata,gokiburikyappufuta2gougata,gokiburikyappufuta2gougata"
430,7049,SK7049,807927,プラテクター 285,51,6,0.24,0,415.5ｇ,414 ±6,1,35.4,29.5,PP,PP J705UG,9,20,240,"","","0.03 X 1000 X 1700
 or 0.03 X 1000 X 1400",D4-11パレット / 10段2列/袋 / 上結ぶ,"SK7049,807927,プラテクター285,ぷらてくたー285,プラテクター285,puratekutaa285,puratekutaa285,puratekutaa285"
431,7058,SK7058,805736,コロコンパーツ(ロング),48,6,0.08,0,399ｇ,398 ±6,1,97.07,88.6,PP,PP J704UG,5,20,800,OPP透明II,ｺﾛｺﾝﾊﾟｰﾂ (ﾛﾝｸﾞ),"","","SK7058,805736,コロコンパーツ(ロング),ころこんぱーつ(ろんぐ),コロコンパーツ(ロング),korokonpaatsu(rongu),korokonpaatu(rongu),korokompaatsu(rongu)"
432,7059,SK7059,805737,コロコンパーツ(ショート),41,5,0.19,0,106.8ｇ,105.5 ±1.5,1,43.5,41.4,PP,PP J704UG,5,40,2880,OPP透明HH,ｺﾛｺﾝﾊﾟｰﾂ (ｼｮｰﾄ）,"","","SK7059,805737,コロコンパーツ(ショート),ころこんぱーつ(しょーと),コロコンパーツ(ショート),korokonpaatsu(shooto),korokonpaatu(syooto),korokompaatsu(shooto)"
433,7063,SK7063,558395,オリコンEP-SW カバー,18.56,20,0.13,0,15.6ｇ,7.2 ±0.2,2,14,14,PP,PP J705UG,9,600,"","","","",ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK7063,558395,オリコンEPSWカバー,おりこんEPSWかばー,オリコンEPSWカバー,orikonEPSWkabaa,orikonEPSWkabaa,orikonEPSWkabaa"
434,7066,SK7066,558406,オリコンEP-SW 軸カバーL,23.61,100,0.07,0,5.2ｇ,2.8 ±0.1,4,13.8,14,PP,PP J705UG,9,20000,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK7066,558406,オリコンEPSW軸カバーL,おりこんEPSWじくかばーL,オリコンEPSWジクカバーL,orikonEPSWjikukabaaL,orikonEPSWzikukabaaL,orikonEPSWjikukabaaL"
435,7067,SK7067,558407,オリコンEP-SW 軸カバー S,10,80,0.04,0,4.1ｇ,3.4 ±0.1,4,13.88,14.7,PP,PP J705UG,9,"","","","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK7067,558407,オリコンEPSW軸カバーS,おりこんEPSWじくかばーS,オリコンEPSWジクカバーS,orikonEPSWjikukabaaS,orikonEPSWzikukabaaS,orikonEPSWjikukabaaS"
436,7068,SK7068,558408,オリコンEP-SW 持手カバー,58,32,0.22,0,37.2ｇ,17.5 ±0.3,2,16.3,16.3,PE(ニポロン-L M65),M65,20,1000,16000,"","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK7068,558408,オリコンEPSW持手カバー,おりこんEPSWもちてかばー,オリコンEPSWモチテカバー,orikonEPSWmochitekabaa,orikonEPSWmotitekabaa,orikonEPSWmochitekabaa"
437,7122,SK7122,701108,サンコータル 11L 蓋,36,5,0.26,0,205.5ｇ,205 ±5,1,27.5,27.5,PP,PP J704UG,5,"","",OPP透明II,ｻﾝｺｰﾀﾙ ﾌﾀ 11L (GR601) / ｻﾝｺｰﾀﾙ ＃11 ﾌﾀ (BR701),"","専用ニッパー使用
1111-11黒パレット(専用)+1111パレット2段","SK7122,701108,サンコータル11L蓋,さんこーたる11Lふた,サンコータル11Lフタ,sankootaru11Lfuta,sankootaru11Lfuta,sankootaru11Lfuta"
438,7132,SK7132,806217,Uコアトレー　T-1,65,10,0.21,0,262.5ｇ,238 ±3,1,30.96,28.6,PP,PP J705UG,9,"","","","","","","SK7132,806217,UコアトレーT1,UこあとれーT1,UコアトレーT1,UkoatoreeT1,UkoatoreeT1,UkoatoreeT1"
439,7163,SK7163,806091-94,エンジントレーT-8 A•B•C•D,未登録,未登録,未登録,未登録,204.4ｇ,84.3 ±1.7 / 49.6 ±1 / 27.3 ±0.8 / 34.2 ±1,1,42.8,42.7,PP,再生PP,5～10,50,"",ｸﾗﾌﾄII,ﾀﾞﾝﾌﾟﾗｺｰﾅｰﾊﾟｰﾂ,0.03 X 1000 X 1400 / 0.03 X 350 X 500,Cのみ 350 X 500袋、入数25個を2つ,"SK7163,80609194,エンジントレーT8ABCD,えんじんとれーT8ABCD,エンジントレーT8ABCD,enjintoreeT8ABCD,enzintoreeT8ABCD,enjintoreeT8ABCD,未登録"
440,7174,SK7174,806219,コンロッドトレー Y-1(GD),32,5,0.2,0,355ｇ,330 ±7,1,32.4,32.4,再生PP,再生PP,5～10,"",180,"","","","","SK7174,806219,コンロッドトレーY1(GD),こんろっどとれーY1(GD),コンロッドトレーY1(GD),konroddotoreeY1(GD),konroddotoreeY1(GD),konroddotoreeY1(GD)"
441,7194,SK7194,558883,オリコンEP33B-SW 短側板,110,10,0.31,20,226.5ｇ,225 ±3,1,35.93,36,PP,PP J705UG,9,"","","","","",ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK7194,558883,オリコンEP33BSW短側板,おりこんEP33BSWたんそくいた,オリコンEP33BSWタンソクイタ,orikonEP33BSWtansokuita,orikonEP33BSWtansokuita,orikonEP33BSWtansokuita"
442,7203,SK7203,558876,オリコンEP-SW 軸カバーLL,13.23,30,0.14,0,6.7ｇ,6 ±0.1(4個),4,12.9,13,PP,PP J705UG,9,"","","","","","","SK7203,558876,オリコンEPSW軸カバーLL,おりこんEPSWじくかばーLL,オリコンEPSWジクカバーLL,orikonEPSWjikukabaaLL,orikonEPSWzikukabaaLL,orikonEPSWjikukabaaLL"
443,7208,SK7208,200173,サンケースK#6-3 本体,74,10,0.21,0,245ｇ,245 ±3,1,35.7,35,PP,PP J226U,20,40,480,ｸﾗﾌﾄII,ｻﾝｹｰｽK#6-3 ﾎﾝﾀｲ,0.01 X 800 X 1200,"","SK7208,200173,サンケースK#63本体,さんけーすKしゃーぷ63ほんたい,サンケースKシャープ63ホンタイ,sankeesuKshaapu63hontai,sankeesuKsyaapu63hontai,sankeesuKshaapu63hontai"
444,7209,SK7209,700878,サンケースK#6-3 蓋,54,10,0.22,0,125ｇ,125 ±2,1,24.2,24.2,PE,PE M75,50,40,1200,ｸﾗﾌﾄII,ｻﾝｹｰｽK#6-3 ﾌﾀ,0.01 X 800 X 1200,"","SK7209,700878,サンケースK#63蓋,さんけーすKしゃーぷ63ふた,サンケースKシャープ63フタ,sankeesuKshaapu63futa,sankeesuKsyaapu63futa,sankeesuKshaapu63futa"
445,7239,SK7239,200295,ハンディボックスS-2 本体,90,6,0.48,4,203.3ｇ,203 ±3,1,31.47,29.2,PP,BC03BSW,30,14,280,"","",0.03 X 1300 X 1100,ｻﾝﾎﾞｯｸｽ56A-2,"SK7239,200295,ハンディボックスS2本体,はんでぃぼっくすS2ほんたい,ハンディボックスS2ホンタイ,handibokkusuS2hontai,handibokkusuS2hontai,handeibokkusuS2hontai"
446,7240,SK7240,200296,ハンディボックスS-2 蓋,120,10,0.39,0,143ｇ,139 ±2,1,30.6,29.5,PP,BC03BSW,30,16,384,"","",0.03 X 1300 X 1100,"BLFUL：24個入・ヒンジ内側、緩衝材6枚、2,4,4,4,4,4,2
ハンディS蓋専用箱 / ハンディS本体専用箱：20個入、傷防止の為に間に袋を隙間に折り込む","SK7240,200296,ハンディボックスS2蓋,はんでぃぼっくすS2ふた,ハンディボックスS2フタ,handibokkusuS2futa,handibokkusuS2futa,handeibokkusuS2futa"
447,7257,SK7257,800491,段プラコーナーパーツ SW-A2,35,10,0.08,0,35.5ｇ,35.2 ±0.5,1,42.4,42.4,再生PP,再生PP,5～10,520,4000,OPP透明HH,ｷｸｶﾂﾌﾟ ﾎﾝﾀｲ,"","","SK7257,800491,段プラコーナーパーツSWA2,だんぷらこーなーぱーつSWA2,ダンプラコーナーパーツSWA2,danpurakoonaapaatsuSWA2,danpurakoonaapaatuSWA2,danpurakoonaapaatsuSWA2"
448,7258,SK7258,800492,段プラコーナーパーツ SW-B2,35,10,0.08,0,35.5ｇ,35.2 ±0.5,1,43.75,42.6,再生PP,再生PP,5～10,520,4000,OPP透明HH,ｷｸｶﾂﾌﾟ ﾎﾝﾀｲ,"","","SK7258,800492,段プラコーナーパーツSWB2,だんぷらこーなーぱーつSWB2,ダンプラコーナーパーツSWB2,danpurakoonaapaatsuSWB2,danpurakoonaapaatuSWB2,danpurakoonaapaatsuSWB2"
449,7265,SK7265,805747 805746,持手カバー3型 OUT/IN,28,20,0.08,0,17.2ｇ,9.3 ±0.2(OUT)/6.3 ±0.2(IN),1,18.3,18.3,PP,PP J705UG,9,400,6400,"","",0.01 X 800 X 1200,"各200個を2袋
ｻﾝｸﾚｯﾄ#80 / 横持ち","SK7265,805747805746,持手カバー3型OUTIN,もちてかばー3がたOUTIN,モチテカバー3ガタOUTIN,mochitekabaa3gataOUTIN,motitekabaa3gataOUTIN,mochitekabaa3gataOUTIN"
450,7266,SK7266,805739,サンボックス 3×0.5 嵩上枠,77,6,0.28,0,141ｇ,130 ±2,1,46.21,43.9,PP,PP J704UG,5,40,640,"",ﾀﾞﾝﾎﾞｰﾙｼﾞﾖｲﾝﾄ,"","","SK7266,805739,サンボックス3×05嵩上枠,さんぼっくす3×05かさうえわく,サンボックス3×05カサウエワク,sanbokkusu3x05kasauewaku,sanbokkusu3x05kasauewaku,sanbokkusu3x05kasauewaku"
451,7267,SK7267,801098,カード差し 157型-A,25,20,0.07,0,18.9ｇ,17.4 ±0.2,1,18.8,18.8,PP,PP J224U,5,400,"",ｸﾗﾌﾄII,ｷｸｶﾂﾌﾟ ﾎﾝﾀｲ,0.03 X 1300 X 1100,"","SK7267,801098,カード差し157型A,かーどさし157がたA,カードサシ157ガタA,kaadosashi157gataA,kaadosasi157gataA,kaadosashi157gataA"
452,7267,SK7267,801138,カード差し 157型-C,未登録,未登録,未登録,未登録,19.4ｇ,17.9 ±0.2,1,21.3,21.5,PP,PP J224U,5,400,"",ｸﾗﾌﾄII,ｻﾝﾎﾞｯｸｽ 4X0.5 嵩上げ枠,0.03 X 1300 X 1100,"","SK7267,801138,カード差し157型C,かーどさし157がたC,カードサシ157ガタC,kaadosashi157gataC,kaadosasi157gataC,kaadosashi157gataC,未登録"
453,7282,SK7282,806095 806096 806097 806098,エンジントレーT-9 A•B•C•D,43,6,0.15,0,220.2ｇ,68.2 ±3 / 79.7 ±3 / 24 ±2 / 40.5 ±2,1,48,41.3,PP,再生PP,5～30,"","",ｸﾗﾌﾄII,ｱﾅﾄｯﾃ/ﾌｸﾛﾄｯﾃ,0.03 X 420 X 800 / 0.03 X 1000 X 1400,"","SK7282,806095806096806097806098,エンジントレーT9ABCD,えんじんとれーT9ABCD,エンジントレーT9ABCD,enjintoreeT9ABCD,enzintoreeT9ABCD,enjintoreeT9ABCD"
454,7286,SK7286,559335,オリコンP47B 短側板,12.33,5,0.07,0,237ｇ,234 ±4,1,37.2,36.9,PP,PP J705UG,9,29,580,"","","",ｻﾝﾎﾞｯｸｽ56A-2 / 横持ち,"SK7286,559335,オリコンP47B短側板,おりこんP47Bたんそくいた,オリコンP47Bタンソクイタ,orikonP47Btansokuita,orikonP47Btansokuita,orikonP47Btansokuita"
455,7291,SK7291,800440,ミッショントレー T-14,81,10,0.21,0,193.8ｇ,188 ±4,1,38.4,38.4,再生PP,再生PP,5～30,"","","","","","","SK7291,800440,ミッショントレーT14,みっしょんとれーT14,ミッショントレーT14,misshontoreeT14,missyontoreeT14,misshontoreeT14"
456,7305,SK7305,806106 806107 806108 806109,エンジントレーT-10 A•B•C•D,23,6,0.11,0,121ｇ,33.7 ±1/32.1 ±1/23.5 ±1/25.5 ±1,1,33.4,34.9,再生PP,再生PP,5～30,"","","","",0.03 X 420 X 800,"","SK7305,806106806107806108806109,エンジントレーT10ABCD,えんじんとれーT10ABCD,エンジントレーT10ABCD,enjintoreeT10ABCD,enzintoreeT10ABCD,enjintoreeT10ABCD"
457,7321,SK7321,807929,プラテクター S300,73,9,0.24,0,379.5ｇ,377 ±5,1,34.4,34.4,PP,PP J705UG,9,270,"","",ﾌﾟﾗﾃｸﾀｰ 300,0.03 X 1600 X 1600,"","SK7321,807929,プラテクターS300,ぷらてくたーS300,プラテクターS300,puratekutaaS300,puratekutaaS300,puratekutaaS300"
458,7365,SK7365,559417,オリコンEP-SW 軸カバーS2,未登録,未登録,未登録,未登録,3.5ｇ,2.8 ±0.1(4個),4,11.42,8.7,PP,PP J705UG,9,15000,240000,"","","",ｻﾝｸﾚｯﾄ#80,"SK7365,559417,オリコンEPSW軸カバーS2,おりこんEPSWじくかばーS2,オリコンEPSWジクカバーS2,orikonEPSWjikukabaaS2,orikonEPSWzikukabaaS2,orikonEPSWjikukabaaS2,未登録"
459,7389,SK7389,801159,スキマガードくん46,未登録,未登録,未登録,未登録,25.8ｇ,24.3 ±0.3,1,31.1,29.2,PP,PP J704UG,5,200,"",ｸﾗﾌﾄII,"","",段ボール梱包、バラ入れ,"SK7389,801159,スキマガードくん46,すきまがーどくん46,スキマガードクン46,sukimagaadokun46,sukimagaadokun46,sukimagaadokun46,未登録"
460,7458,SK7458,806950,サンホルダーRF-P4,14,5,0.13,0,25.5ｇ,24.5 ±2,1,22,18.8,PP(BC03),BC03BSW,30,"","","","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK7458,806950,サンホルダーRFP4,さんほるだーRFP4,サンホルダーRFP4,sanhorudaaRFP4,sanhorudaaRFP4,sanhorudaaRFP4"
461,7459,SK7459,801099,カード差し 158型,20.31,20,0.1,0,6.3ｇ,6.3 ±0.2,1,10,10.3,PP,PP J224U,5,1500,"","","","","","SK7459,801099,カード差し158型,かーどさし158がた,カードサシ158ガタ,kaadosashi158gata,kaadosasi158gata,kaadosashi158gata"
462,7470,SK7470,806565,TLコンパレッターF#540 ロック,36,10,0.13,0,18.6ｇ,17.4 ±0.5,1,27.1,25.6,PP,PP J704UG,5,"","","","","",ｻﾝｸﾚｯﾄ#80,"SK7470,806565,TLコンパレッターF#540ロック,TLこんぱれったーFしゃーぷ540ろっく,TLコンパレッターFシャープ540ロック,TLkonparettaaFshaapu540rokku,TLkonparettaaFsyaapu540rokku,TLkomparettaaFshaapu540rokku"
463,7471,SK7471,806566,TLコンパレッターF#540 2軸,12,5,0.07,0,23.4ｇ,22.2 ±0.5,1,36.7,30.5,PP,PP J704UG,5,980,"","","","",ｻﾝﾎﾞｯｸｽ56A-2,"SK7471,806566,TLコンパレッターF#5402軸,TLこんぱれったーFしゃーぷ5402じく,TLコンパレッターFシャープ5402ジク,TLkonparettaaFshaapu5402jiku,TLkonparettaaFsyaapu5402ziku,TLkomparettaaFshaapu5402jiku"
464,7488,SK7488,200287,ハンディボックスBTO 本体,90,10,0.22,10,258.4ｇ,258 ±5,1,41.36,35.8,PP,PP J705UG,9,12,144,OPP透明II,ﾊﾝﾃﾞｲﾎﾞﾂｸｽ BTO (ﾑｼﾞ),"",段積みする為、上シート,"SK7488,200287,ハンディボックスBTO本体,はんでぃぼっくすBTOほんたい,ハンディボックスBTOホンタイ,handibokkusuBTOhontai,handibokkusuBTOhontai,handeibokkusuBTOhontai"
465,7489,SK7489,200288,ハンディボックスBTO 蓋,108,10,0.34,0,128.5ｇ,125 ±3,1,31.56,26.9,PP,PP J705UG,9,18,432,"","",0.03 X 1300 X 1100 / 0.03 X 590 X 1100,ハンディS本体専用箱,"SK7489,200288,ハンディボックスBTO蓋,はんでぃぼっくすBTOふた,ハンディボックスBTOフタ,handibokkusuBTOfuta,handibokkusuBTOfuta,handeibokkusuBTOfuta"
466,7515,SK7515,201010,サンバケット#9N,70,10,0.27,0,275.2ｇ,275 ±2.5,1,26.03,22.3,PP(BC03),PP J226U,20,"","","",ｻﾝﾊﾞｹｯﾄ#9N,"","","SK7515,201010,サンバケット#9N,さんばけっとしゃーぷ9N,サンバケットシャープ9N,sanbakettoshaapu9N,sanbakettosyaapu9N,sambakettoshaapu9N"
